epoch,accuracy,precision_risky,recall_risky,f1_risky
1,0.8969166666666667,0.21428571428571427,0.0024410089503661514,0.004827031375703942
2,0.8967916666666667,0.1935483870967742,0.0024410089503661514,0.004821213338690237
3,0.896875,0.2571428571428571,0.003661513425549227,0.007220216606498195
4,0.8968333333333334,0.275,0.004475183075671277,0.008807045636509206
5,0.89675,0.2619047619047619,0.004475183075671277,0.008799999999999999
6,0.8969583333333333,0.3076923076923077,0.004882017900732303,0.009611533840608732
7,0.8969166666666667,0.3,0.004882017900732303,0.009607686148919136
8,0.8969583333333333,0.3076923076923077,0.004882017900732303,0.009611533840608732
9,0.8967916666666667,0.2682926829268293,0.004475183075671277,0.008803521408563424
10,0.8969583333333333,0.3076923076923077,0.004882017900732303,0.009611533840608732
1,0.8288333333333333
2,0.8214166666666667
3,0.826125
4,0.818125
5,0.8131666666666667
6,0.81525
7,0.8022916666666666
8,0.8001666666666667
9,0.7953333333333333
10,0.7938333333333333
1,0.8079166666666666
2,0.827875
3,0.8387916666666667
4,0.8375
5,0.8349583333333334
6,0.8330833333333333
7,0.8225833333333333
8,0.8065833333333333
9,0.7951666666666667
10,0.7854583333333334
